,Movie,Year,Duration,Rating,Voting,Description
1683,Boxer,2h 44m,Nil,Nil,Nil,
1684,Pulivaal,2014,2h 20m,4.8,91,"<div class=""ipc-html-content-inner-div"">The loss of a phone threatens to capsize several lives.</div>"
1685,Thuneri,2021,Nil,8.3,18,
1686,Sasanam,2006,2h 34m,6.4,21,"<div class=""ipc-html-content-inner-div"">Muthiah (Arvind Swamy) and his wife Visalakshi (Gouthami) are a loving couple, and they come across Saroji (Ranjitha) who with no one to go for, takes refuge in Muthiah's house. Muthiah and Saroji develop soft corner towards each other. The rest is what transpires between the trio, exploring the nuances of an extra-marital affair.</div>"
1687,Kutty Pisasu,2010,2h 25m,4.1,63,"<div class=""ipc-html-content-inner-div"">After a Goddess withdraws her protection, a child becomes possessed by a vengeful deceased woman.</div>"
1688,Periya Thambi,1997,2h 30m,6.5,12,"<div class=""ipc-html-content-inner-div"">Siva (Prabhu) lives with his father Soundarapandian (Thalaivasal Vijay), a police officer, and his little sister Geetha in the city. Geetha gets engaged and Siva notes that his father will not invite his family to the wedding. Hence, Siva finds out the village of his family and decides to go there. At his father's village, Siva is insulted by his uncle Sankarapandian (Vijayakumar), while his aunt Kamachi (Vadivukkarasi) welcomes him. Soon, Kamachi's daughter Selvi (Nagma) and Siva fall in love with each other. How Siva reconciles his uncle and marries Selvi forms the rest of the story.</div>"
1689,Unnal Mudiyum Thambi,1988,2h 49m,7.9,759,"<div class=""ipc-html-content-inner-div"">Udhayamoorthi (Kamal Haasan), son of an orthodox Carnatic Musician, Marthandam Pillai, voices for social causes against his father's will and in a way gains the trust of local people and brings self-awareness in neighboring villages.</div>"
1690,Naadodigal 2,2020,2h 16m,5.0,194,"<div class=""ipc-html-content-inner-div"">A set of befriends jointly saving a lovers against the cast antagonists of a bad group after facing so many dramas arranged by the girls family</div>"
1691,Soppana Sundhari,2023,2h 25m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">NCB unit of police is implementing a secret mission which is led by a brave police officer, Saro (Varun Thushyanthan), in order to collect information regarding the drugs network. On the other side, there are three thieves (Kajanan, Joel and Naresh) who usually break into house to fulfill their day-to-day needs of life. Later they decided to rob from a filthy rich woman (Perllijah). Consequences of that robbery change the life of thieves upside-down with the unexpected turns.</div>"
1692,Coffee,2022,Nil,5.9,12,"<div class=""ipc-html-content-inner-div"">A girl from a poor family, who loses her parents at a very young age, takes care of her only younger brother and It is when the future looks bright in her eyes, her life is bombarded with unexpected and shocking turn of events.</div>"
1693,En Aasai Rasave,1998,2h 18m,5.7,31,"<div class=""ipc-html-content-inner-div"">When a young street dancer learns that his mother is still alive, he tries every possible way to meet her and reunite his parents.</div>"
1694,Anantha Poongathe,1999,2h 34m,6.3,287,"<div class=""ipc-html-content-inner-div"">Jeeva loves Meena, a widow with a son, and respects her even more when he learns about her past. However, Jeeva is forced to marry Divya as her father kidnaps Meena's son in order to threaten Jeeva.</div>"
1695,Edhir Neechal,1968,2h 47m,8.3,478,"<div class=""ipc-html-content-inner-div"">An orphan who lives by doing odd jobs in a building complex falls in love with one of the residents</div>"
1696,China,Nil,Nil,Nil,Nil,"<div class=""ipc-html-content-inner-div"">China is a suspense thriller, The story revolves around a struggling you tuber who has a store in Burma Bazaar.</div>"
1697,Julie Ganapathy,2003,2h 21m,6.0,108,"<div class=""ipc-html-content-inner-div"">After a famous screenwriter is rescued from a car crash by a fan of his show ""Manga"", he comes to realize that the care that he is receiving is only the beginning of a nightmare of captivity and abuse.</div>"
1698,Sabhash,2000,Nil,7.2,35,"<div class=""ipc-html-content-inner-div"">A blind person's wife is found dead and he wants to investigate this by suspecting it as a murder.</div>"
1699,Ulkuthu,2017,2h 7m,6.2,111,"<div class=""ipc-html-content-inner-div"">Ulkuthu is set in a small coastal town which is ruled by Kaka Mani (Sharath Lohitashwa) and his brother Saravanan (Dhilip Subbarayan), loansharks who deal in blood and blows when their debtors don't pay on time.</div>"
1700,Pathu Pathu,2008,2h,6.6,9,"<div class=""ipc-html-content-inner-div"">The film begins with a dead body of cinema director Subbu (Thalaivasal Vijay) being found lying in a suitcase under a bridge. The tough police inspector Venkat (Bose Venkat) is assigned to unravel the mystery behind the death. Venkat first interrogates advocate Valli (Padma Narayanan) for killing him. She confesses him that she had found Subbu's dead body in her kitchen yesterday night and put him in a suitcase. She blames her archenemy P. T. Arun (Krishna), a film producer, for murdering him. P. T. Arun then confesses that he and his assistant Kannan (Swaminathan) attempted to kill Valli by poisoning her milk, but failed. According to the forensic report, the fingerprints of the three suspects didn't match with the fingerprints taken on the body. Venkat then arrests a funeral dancer (Manimaran) who had a fight with Subbu in a public place and a dumb pickpocket (Chengalpattu Maaran) but soon, he realises that they are innocents. His investigation leads to Subbu's wife Mohini (Sona Heiden), and she reveals him everything. Subbu was a lofty film director who struggled to deliver a hit film, he was known for being short-tempered and getting into trouble easily. With his entire focus centred on his profession, he failed to take care of his sexually frustrated wife Mohini. When the college student Vinoth (Ashish) entered into his house for the stay, Sona and Vinoth became closer thus having an illegal affair. When Subbu came to know about the affair, he was devastated and stepped out of the house. Later, an eye witness admits that he has seen Subbu having a fight with Nizam Ali (Sanjith) the night of the murder. When the police chase him, Nizam Ali dies in a motorbike accident. The lack of further clues means that the murder investigation came to a dead end and the murder case remains unsolved.</div>"
1701,Anbulla Appa,1987,2h 7m,6.6,15,"<div class=""ipc-html-content-inner-div"">The movie is about father-daughter affection. Nadhiya is the daughter of Sivaji. Sivaji convinces Nadhiya to get married to her customary boy, Raghuman. Nadhiya goes to London with Raghuman. Even, after marriage, Nadhiya couldn't live without Sivaji and misses him a lot. What happens next is the rest of the movie.</div>"
1702,Othaikku Oththa,2022,Nil,6.4,5,
1703,Athiradi Abhilasha,1993,1h 27m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">Athiradi Abhilasha is a 1979 Indian Tamil film, directed by Suresh and produced by G Manesh Kumar. The film stars Vetri, Kitti and Disco Shanti in lead roles. Music of the film was composed by A T Umar.</div>"
1704,Madurai Sambavam,2009,2h 15m,5.4,20,"<div class=""ipc-html-content-inner-div"">The Movie is about Aalamaram is dreaded by his enemies in Aattuthotti in Madurai. He involves in 'katta panchayat' but strives to do his best for the people in the neighborhood. He is adored and respected by everyone there. He is assisted by his son Kutty and his son-in-law. There is Gomathi, Kutty's niece who loves him madly. And there are local MP Cutout Ganesan and DIG, both keen to bump off Aalamaram and Kutty. Enters a woman cop Caroline Thomas. She assumes all powers and she succeeds in finishing Aalamaram. Meanwhile, Caroline meets Kutty and love blossoms between them. Eventually a sequence of events leads to an interesting climax.</div>"
1705,Aasai,Nil,Nil,Nil,Nil,
1706,Enga Veetu Pillai,1965,2h 27m,7.4,182,"<div class=""ipc-html-content-inner-div"">Ramu is an innocent son of a rich landlord who is afraid of his brother-in-law Narendran and his whiplash. To escape from his punishments, Ramu leaves his house and his look-alike replaces him.</div>"
1707,College Kumar,2020,2h 1m,5.7,51,"<div class=""ipc-html-content-inner-div"">After his son challenges him to study and become an auditor, a father joins his son's college to teach him a lesson about hard work and determination.</div>"
1708,Nenjirukkum Varai,2006,2h 29m,8.4,68,"<div class=""ipc-html-content-inner-div"">Ganesh is a slum boy who drives an auto to support his family. Bhuvana is the neglected daughter of a rich man and is in search of true love. Bhuvana is drawn to Ganesh's honesty and good heart. She confesses her love to Ganesh, but he turns her away, saying that a rich girl like her would never be able to live a life of poverty with him. But with Ganesh's parents permission bhuvana stays in Ganesh's house and they love each other . Then, bhuvana meets an accident in that her heart is damaged so she needs another heart but Ganesh is poor he don't have enough of money to pay for operation ,so hospital MD decided to discharge bhuvana in such case Ganesh siege that hospital emergency block and ask for operation but now they don't get the heart. So, Ganesh gave his heart to bhuvana and the movie ends.</div>"
1709,Kadhal 2 Kalyanam,2013,Nil,5.0,14,
1710,Yatchan,2015,2h 27m,5.6,300,"<div class=""ipc-html-content-inner-div"">Two passionate people with dreams swap places accidentally by fate and their common key to get back their lost life is to defeat the antagonist through the girl whom he wants dead since she can foresee the future.</div>"
1711,Unnai Kodu Ennai Tharuven,2000,2h 37m,4.0,322,"<div class=""ipc-html-content-inner-div"">A boy who is abandoned by his mother is raised by an army officer. He turns out to be a model patriot and joins the army, but his loyalties come under the scanner when he meets a girl and falls in love with her.</div>"
1712,Aval Varuvala,1998,2h 25m,6.2,334,"<div class=""ipc-html-content-inner-div"">Simran a widow lives with her mother in law, Ajith fell in love with Simran. When they are about to get married, her ex-husband who is very arrogant comes back alive. At last whether they married or not is the story line.</div>"
1713,Periyanna,1999,2h 28m,4.5,310,"<div class=""ipc-html-content-inner-div"">A prisoner falls in love with the district collector's daughter while giving her music lessons. Fearing opposition, they elope to a village and befriend the village chief who vows to get them married.</div>"
1714,Amma Kanakku,2016,1h 49m,6.9,430,"<div class=""ipc-html-content-inner-div"">A woman who works as a house help tries to teach the importance of education to her daughter. However, her efforts go in vain as her daughter believes that she cannot afford her higher education.</div>"
1715,Mogha Mull,1994,2h 17m,7.2,26,
1716,Lisaa,2019,1h 51m,2.4,143,"<div class=""ipc-html-content-inner-div"">A young woman goes to meet her estranged grandparents and ends up facing life-threatening situations.</div>"
1717,Kadalikka Neramillai,1964,2h 39m,8.2,423,"<div class=""ipc-html-content-inner-div"">Ashok is in love with his boss' daughter, Nirmala. To convince Viswanathan, he seeks his best friend Vasu's help, who disguises as his father.</div>"
